Rxx(Ohm),T(mK)
264.99072,0.00921659
267.38364,0.00913242
266.35153,0.009049774
264.68091,0.00896861
266.08865,0.008888889
265.42096,0.008810572
265.5621,0.008733625
262.75336,0.008658009
261.74719,0.008583691
261.57147,0.008510638
260.87955,0.008438818
262.65396,0.008368201
262.67151,0.008298756
262.03555,0.008230452
261.49371,0.008163265
260.22601,0.008097166
260.94794,0.008032128
262.87283,0.007968128
259.86938,0.007905139
260.78903,0.007843138
262.0015,0.007782101
259.90237,0.007722008
257.46802,0.007662835
259.36548,0.007604563
261.98047,0.00754717
260.27832,0.007490637
260.92432,0.007434944
262.13837,0.007380074
262.20175,0.007326007
261.86472,0.007272727
263.90207,0.007220217
266.70038,0.007168459
265.84854,0.007117438
264.47876,0.007067138
264.03375,0.007017544
264.54788,0.006968641
262.66556,0.006920415
261.24567,0.006872852
261.91754,0.006825938
260.16214,0.006779661
259.19589,0.006734007
260.9238,0.006688963
258.5098,0.006644518
261.30081,0.00660066
259.87311,0.006557377
260.19571,0.006514658
258.74445,0.006472492
259.23749,0.006430868
260.33514,0.006389776
260.24313,0.006349206
258.04343,0.006309148
257.62277,0.006269592
256.05325,0.006230529
255.58139,0.00619195
257.15485,0.006153846
257.47784,0.006116208
258.14017,0.006079027
261.7327,0.006042296
261.76523,0.006006006
261.36581,0.005970149
261.647,0.005934718
261.04562,0.005899705
258.95941,0.005865103
260.97165,0.005830904
260.79422,0.005797102
256.88187,0.005763689
255.15289,0.005730659
257.97321,0.005698006
255.91882,0.005665722
259.65991,0.005633803
259.70908,0.005602241
258.42126,0.005571031
259.9137,0.005540166
260.75104,0.005509642
259.83536,0.005479452
259.42639,0.005449591
261.11447,0.005420054
261.16013,0.005390836
261.95709,0.005361931
260.24353,0.005333333
259.47891,0.00530504
261.08438,0.005277045
261.73026,0.005249344
263.64966,0.005221932
261.68716,0.005194805
261.40204,0.005167959
260.56296,0.005141388
260.70908,0.00511509
261.23169,0.005089059
260.31021,0.005063291
258.86356,0.005037783
261.36777,0.005012531
261.69608,0.004987531
261.93982,0.004962779
263.19516,0.004938272
260.95059,0.004914005
262.15759,0.004889976
262.20428,0.00486618
264.81146,0.004842615
264.85617,0.004819277
265.97443,0.004796163
264.43994,0.00477327
265.19382,0.004750594
264.12582,0.004728132
261.59286,0.004705882
260.84607,0.004683841
261.16632,0.004662005
262.69016,0.004640371
259.1127,0.004618938
259.73477,0.004597701
259.97961,0.004576659
261.51892,0.004555809
259.56223,0.004535148
261.22137,0.004514673
260.07404,0.004494382
259.99536,0.004474273
262.44446,0.004454343
258.62164,0.00443459
258.202,0.004415011
260.50986,0.004395605
258.68134,0.004376368
254.72025,0.004357298
256.22934,0.004338395
255.61078,0.004319654
256.85806,0.004301075
254.46748,0.004282655
255.02141,0.004264392
256.83569,0.004246285
256.01001,0.00422833
254.25171,0.004210526
252.85043,0.004192872
254.23883,0.004175365
254.76071,0.004158004
257.15533,0.004140787
259.15985,0.004123712
256.66867,0.004106776
257.987,0.00408998
259.12585,0.00407332
257.52243,0.004056795
257.46585,0.004040404
257.78528,0.004024145
257.20694,0.004008016
257.76459,0.003992016
256.66495,0.003976143
254.87291,0.003960396
254.34979,0.003944773
256.88229,0.003929273
257.05252,0.003913894
257.76349,0.003898636
254.64807,0.003883495
255.77592,0.003868472
255.04263,0.003853565
254.25883,0.003838772
256.6077,0.003824092
256.67474,0.003809524
258.28745,0.003795066
256.94165,0.003780718
258.35928,0.003766478
256.57867,0.003752345
257.89478,0.003738318
260.50485,0.003724395
258.1041,0.003710575
258.29889,0.003696858
261.16336,0.003683241
259.62946,0.003669725
256.25775,0.003656307
257.26367,0.003642987
259.82312,0.003629764
261.08255,0.003616637
259.39774,0.003603604
261.50293,0.003590664
263.20413,0.003577818
261.08014,0.003565062
259.12408,0.003552398
259.50208,0.003539823
259.08084,0.003527337
259.39743,0.003514939
262.31439,0.003502627
259.40015,0.003490401
263.73764,0.003478261
264.82846,0.003466205
265.54379,0.003454231
264.69293,0.003442341
265.06088,0.003430532
265.73563,0.003418803
264.71454,0.003407155
265.30304,0.003395586
264.8255,0.003384095
263.60016,0.003372681
263.66592,0.003361345
263.38367,0.003350084
261.28806,0.003338898
261.29633,0.003327787
258.23111,0.00331675
260.06207,0.003305785
259.4827,0.003294893
260.19168,0.003284072
259.31808,0.003273323
259.05649,0.003262643
257.77582,0.003252032
257.21591,0.003241491
257.82721,0.003231018
256.21527,0.003220612
257.37387,0.003210273
256.76529,0.0032
256.53845,0.003189793
257.67099,0.00317965
259.88986,0.003169572
257.55817,0.003159558
256.71646,0.003149606
257.80386,0.003139718
258.12915,0.00312989
258.15155,0.003120125
258.24118,0.00311042
258.14059,0.003100775
260.34253,0.00309119
259.5191,0.003081664
259.36005,0.003072197
259.88498,0.003062787
257.38638,0.003053435
257.59311,0.00304414
255.70735,0.003034901
258.34424,0.003025719
258.44403,0.003016591
260.25528,0.003007519
256.54373,0.002998501
257.25018,0.002989537
258.11713,0.002980626
258.49484,0.002971768
262.90927,0.002962963
260.13318,0.00295421
259.94495,0.002945508
260.35895,0.002936858
258.99106,0.002928258
256.41129,0.002919708
255.50627,0.002911208
255.02257,0.002902758
255.67471,0.002894356
258.33319,0.002886003
258.88263,0.002877698
260.9534,0.002869441
260.61139,0.00286123
260.14966,0.002853067
262.54404,0.00284495
261.42526,0.002836879
262.38235,0.002828854
263.51361,0.002820875
260.18347,0.00281294
260.35876,0.002805049
260.36932,0.002797203
260.76224,0.0027894
262.63892,0.002781641
260.84988,0.002773925
261.68616,0.002766252
261.1297,0.002758621
262.68906,0.002751032
262.69,0.002743484
261.33206,0.002735978
261.67273,0.002728513
262.29691,0.002721089
263.02322,0.002713704
263.37848,0.00270636
260.88495,0.002699055
260.50595,0.00269179
260.98215,0.002684564
259.36218,0.002677376
259.96283,0.002670227
261.19476,0.002663116
262.64694,0.002656043
263.30615,0.002649007
265.83966,0.002642008
263.29749,0.002635046
263.70071,0.002628121
262.89203,0.002621232
264.05936,0.002614379
263.93347,0.002607562
261.93738,0.00260078
263.16791,0.002594034
262.80493,0.002587322
264.52155,0.002580645
263.7525,0.002574003
264.12683,0.002567394
261.85071,0.00256082
263.82047,0.002554278
263.32468,0.002547771
262.58969,0.002541296
264.32181,0.002534854
263.71671,0.002528445
263.84253,0.002522068
265.74881,0.002515723
264.17429,0.00250941
261.39471,0.002503129
262.16663,0.002496879
264.76614,0.00249066
265.496,0.002484472
263.64581,0.002478315
261.15921,0.002472188
260.49481,0.002466091
262.65451,0.002460025
261.90619,0.002453988
261.12735,0.002447981
258.7811,0.002442003
259.6879,0.002436054
261.31274,0.002430134
260.56833,0.002424242
260.56561,0.00241838
260.23999,0.002412545
258.72668,0.002406739
258.42996,0.00240096
258.49796,0.00239521
259.96927,0.002389486
259.10403,0.00238379
259.31009,0.002378121
258.8425,0.002372479
258.81537,0.002366864
259.77829,0.002361275
262.646,0.002355713
258.17596,0.002350176
258.66232,0.002344666
258.94781,0.002339181
259.99832,0.002333722
262.00833,0.002328289
260.41171,0.00232288
259.07971,0.002317497
260.16104,0.002312139
258.67868,0.002306805
257.96057,0.002301496
262.87146,0.002296211
260.19165,0.002290951
259.56393,0.002285714
259.69379,0.002280502
258.9559,0.002275313
258.41693,0.002270148
260.7883,0.002265006
261.23074,0.002259887
260.94968,0.002254791
261.09021,0.002249719
261.77765,0.002244669
263.43631,0.002239642
263.62399,0.002234637
264.13474,0.002229655
262.51859,0.002224694
260.39914,0.002219756
260.27979,0.002214839
262.21729,0.002209945
260.35358,0.002205072
259.33502,0.00220022
259.12515,0.00219539
259.24942,0.002190581
259.09415,0.002185792
261.80093,0.002181025
258.79684,0.002176279
256.44702,0.002171553
257.31958,0.002166847
257.54761,0.002162162
256.05466,0.002157497
257.7319,0.002152853
257.32492,0.002148228
258.71964,0.002143623
259.46902,0.002139038
260.8118,0.002134472
259.81296,0.002129925
260.27679,0.002125399
258.74518,0.002120891
257.12878,0.002116402
256.11319,0.002111933
258.0033,0.002107482
257.91428,0.002103049
256.62634,0.002098636
254.77032,0.002094241
253.76065,0.002089864
251.79799,0.002085506
255.33994,0.002081166
257.54218,0.002076843
259.34766,0.002072539
256.65775,0.002068252
256.88992,0.002063984
258.27887,0.002059732
257.07239,0.002055499
255.44359,0.002051282
256.38199,0.002047083
256.79718,0.002042901
253.24416,0.002038736
252.97749,0.002034588
250.98291,0.002030457
252.71162,0.002026343
251.32028,0.002022245
252.19255,0.002018163
254.79253,0.002014099
255.51492,0.00201005
256.93933,0.002006018
256.22516,0.002002002
255.79303,0.001998002
256.33374,0.001994018
256.4888,0.00199005
255.20532,0.001986097
256.21384,0.001982161
254.5407,0.001978239
252.52719,0.001974334
252.97917,0.001970443
254.36043,0.001966568
255.73811,0.001962709
255.75861,0.001958864
255.13722,0.001955034
255.21126,0.00195122
258.88638,0.00194742
259.85202,0.001943635
258.33252,0.001939864
260.76166,0.001936109
257.94495,0.001932367
256.80673,0.00192864
257.84729,0.001924928
255.62148,0.00192123
254.37279,0.001917546
255.87955,0.001913876
254.72659,0.00191022
253.59766,0.001906578
253.66023,0.00190295
255.05592,0.001899335
255.44354,0.001895735
255.73021,0.001892148
255.10934,0.001888574
255.83948,0.001885014
255.86162,0.001881468
256.90427,0.001877934
257.79013,0.001874414
253.57205,0.001870907
253.29518,0.001867414
254.35051,0.001863933
254.85217,0.001860465
253.94014,0.00185701
251.36244,0.001853568
253.80714,0.001850139
254.63068,0.001846722
254.21191,0.001843318
254.71384,0.001839926
254.10118,0.001836547
254.14964,0.001833181
254.39662,0.001829826
253.37161,0.001826484
255.07582,0.001823154
255.88823,0.001819836
254.29662,0.001816531
255.28687,0.001813237
255.49448,0.001809955
257.67233,0.001806685
256.11658,0.001803427
255.82579,0.00180018
255.57831,0.001796945
253.40627,0.001793722
253.87692,0.00179051
254.32776,0.00178731
254.22705,0.001784121
255.25905,0.001780944
255.37169,0.001777778
256.93893,0.001774623
257.54697,0.001771479
257.83426,0.001768347
256.84698,0.001765225
255.74486,0.001762115
254.73276,0.001759015
256.44818,0.001755926
257.89859,0.001752848
256.63577,0.001749781
256.74033,0.001746725
256.85068,0.001743679
258.00189,0.001740644
257.50656,0.00173762
256.24152,0.001734605
255.48145,0.001731602
255.07092,0.001728609
255.10399,0.001725626
254.74789,0.001722653
254.25226,0.001719691
254.54782,0.001716738
254.32976,0.001713796
253.86131,0.001710864
253.37558,0.001707942
254.01067,0.00170503
254.3717,0.001702128
253.78506,0.001699235
251.82246,0.001696353
251.91518,0.00169348
253.17348,0.001690617
250.56462,0.001687764
250.13841,0.00168492
251.4474,0.001682086
251.11018,0.001679261
251.48796,0.001676446
250.79436,0.00167364
249.86122,0.001670844
250.33136,0.001668057
250.91106,0.001665279
251.25681,0.00166251
253.31743,0.001659751
252.90355,0.001657001
253.98085,0.00165426
253.90858,0.001651528
255.30606,0.001648805
255.05046,0.001646091
256.19241,0.001643385
255.55637,0.001640689
253.65199,0.001638002
254.98528,0.001635323
254.3676,0.001632653
254.68829,0.001629992
254.96016,0.001627339
255.4296,0.001624695
253.20497,0.00162206
255.5023,0.001619433
254.24319,0.001616815
253.96516,0.001614205
254.07129,0.001611604
253.37576,0.001609011
252.07961,0.001606426
253.1199,0.001603849
253.0076,0.001601281
252.17613,0.001598721
253.57806,0.001596169
253.479,0.001593626
254.24454,0.00159109
255.49974,0.001588562
254.64386,0.001586043
253.9911,0.001583531
251.73651,0.001581028
251.41969,0.001578532
250.80887,0.001576044
253.1963,0.001573564
251.96625,0.001571092
253.39525,0.001568627
254.96533,0.001566171
253.29266,0.001563722
253.24101,0.00156128
252.16772,0.001558846
253.57465,0.00155642
253.8709,0.001554002
253.44914,0.00155159
254.10747,0.001549187
253.58849,0.00154679
253.95341,0.001544402
253.85013,0.00154202
255.50905,0.001539646
254.84816,0.001537279
254.5294,0.001534919
252.86765,0.001532567
253.86374,0.001530222
252.21432,0.001527884
250.5296,0.001525553
248.91278,0.001523229
250.41501,0.001520913
250.30356,0.001518603
251.4754,0.0015163
251.77635,0.001514005
254.15295,0.001511716
253.84201,0.001509434
253.63533,0.001507159
253.62233,0.001504891
253.20848,0.00150263
254.36469,0.001500375
255.3351,0.001498127
254.82866,0.001495886
254.27487,0.001493652
255.77026,0.001491424
254.73741,0.001489203
254.17963,0.001486989
254.00644,0.001484781
252.40865,0.00148258
254.66316,0.001480385
253.53848,0.001478197
252.89867,0.001476015
256.69461,0.001473839
255.93671,0.00147167
258.41721,0.001469508
257.61905,0.001467352
257.77466,0.001465202
256.34427,0.001463058
256.87491,0.00146092
254.99149,0.001458789
256.08578,0.001456664
255.66925,0.001454545
257.01749,0.001452433
256.83429,0.001450326
255.67484,0.001448226
257.2572,0.001446132
257.27023,0.001444043
254.97113,0.001441961
254.03183,0.001439885
254.37019,0.001437815
255.34808,0.00143575
257.10663,0.001433692
257.73715,0.001431639
256.20184,0.001429593
255.19594,0.001427552
255.7995,0.001425517
254.35873,0.001423488
253.51259,0.001421464
253.20361,0.001419446
254.86769,0.001417434
255.24803,0.001415428
255.67079,0.001413428
253.91833,0.001411433
253.49365,0.001409443
251.67311,0.00140746
254.23691,0.001405481
255.07539,0.001403509
254.00533,0.001401542
252.9268,0.00139958
255.10956,0.001397624
255.06342,0.001395673
255.56953,0.001393728
256.78622,0.001391789
257.63019,0.001389854
258.11884,0.001387925
255.54648,0.001386001
253.52,0.001384083
252.43683,0.00138217
253.23764,0.001380262
252.05785,0.00137836
252.51624,0.001376463
252.03244,0.00137457
253.58272,0.001372684
253.77856,0.001370802
251.4754,0.001368925
251.84479,0.001367054
251.87558,0.001365188
250.26018,0.001363327
249.8365,0.00136147
250.15639,0.001359619
248.46631,0.001357773
248.15436,0.001355932
247.42409,0.001354096
248.97168,0.001352265
249.67986,0.001350439
249.08138,0.001348618
249.4819,0.001346801
248.37004,0.00134499
249.7128,0.001343183
249.14609,0.001341382
248.96263,0.001339585
248.26421,0.001337793
249.88556,0.001336005
248.74895,0.001334223
252.25261,0.001332445
251.67958,0.001330672
251.85657,0.001328904
253.0072,0.00132714
252.44171,0.001325381
251.56966,0.001323627
252.75194,0.001321877
254.48192,0.001320132
253.2818,0.001318392
252.02643,0.001316656
252.26439,0.001314924
250.92444,0.001313198
250.72279,0.001311475
251.24709,0.001309758
250.4599,0.001308044
248.9489,0.001306336
250.38553,0.001304632
250.52202,0.001302932
250.72266,0.001301236
251.09894,0.001299545
252.72256,0.001297859
252.22971,0.001296176
253.5489,0.001294498
253.00888,0.001292825
252.30324,0.001291156
252.82993,0.001289491
252.6115,0.00128783
253.55919,0.001286174
252.48105,0.001284522
252.35222,0.001282874
252.6192,0.00128123
250.77348,0.001279591
249.2795,0.001277955
252.7975,0.001276324
251.95018,0.001274697
250.4882,0.001273074
250.02155,0.001271456
248.6339,0.001269841
248.01756,0.001268231
247.73509,0.001266624
246.05907,0.001265022
247.99365,0.001263424
246.20995,0.00126183
244.1252,0.001260239
244.49281,0.001258653
247.2326,0.001257071
245.64262,0.001255493
245.55528,0.001253919
247.06894,0.001252348
248.26157,0.001250782
249.75928,0.001249219
249.69749,0.001247661
248.04526,0.001246106
249.45158,0.001244555
249.59473,0.001243008
249.41425,0.001241465
248.68375,0.001239926
247.28101,0.00123839
246.05008,0.001236858
245.18797,0.001235331
245.16763,0.001233806
245.28326,0.001232286
246.89421,0.001230769
246.95287,0.001229256
245.59192,0.001227747
247.84773,0.001226242
246.63118,0.00122474
245.26007,0.001223242
246.37997,0.001221747
245.99001,0.001220256
245.95053,0.001218769
247.13873,0.001217285
246.92921,0.001215805
246.61601,0.001214329
246.34259,0.001212856
247.46602,0.001211387
247.10112,0.001209921
244.53468,0.001208459
244.95454,0.001207001
245.08472,0.001205546
245.45786,0.001204094
245.53651,0.001202646
246.62547,0.001201201
247.18518,0.00119976
246.17635,0.001198322
244.89372,0.001196888
246.06566,0.001195457
245.33331,0.00119403
246.72647,0.001192606
245.79169,0.001191185
243.79219,0.001189768
246.05452,0.001188354
246.18492,0.001186944
246.18806,0.001185537
247.68433,0.001184133
248.13057,0.001182732
247.42331,0.001181335
248.06279,0.001179941
247.15994,0.00117855
245.51936,0.001177163
244.33958,0.001175779
245.39522,0.001174398
246.29219,0.001173021
246.96384,0.001171646
245.41364,0.001170275
245.29997,0.001168907
246.30397,0.001167542
245.96284,0.001166181
246.19756,0.001164822
246.71671,0.001163467
245.92397,0.001162115
245.5034,0.001160766
245.2683,0.00115942
245.97095,0.001158078
245.95341,0.001156738
246.25601,0.001155402
246.758,0.001154068
246.60605,0.001152738
247.47633,0.001151411
246.04991,0.001150086
246.228,0.001148765
246.45341,0.001147447
244.6566,0.001146132
245.95488,0.00114482
245.76189,0.001143511
247.18507,0.001142205
245.53409,0.001140901
244.26669,0.001139601
244.40001,0.001138304
245.02571,0.00113701
245.64439,0.001135718
246.14619,0.00113443
244.843,0.001133145
245.23283,0.001131862
246.56445,0.001130582
248.15625,0.001129306
247.87849,0.001128032
247.6032,0.001126761
247.33981,0.001125492
248.0385,0.001124227
249.10722,0.001122965
247.89812,0.001121705
246.97667,0.001120448
246.47655,0.001119194
246.98952,0.001117943
246.19049,0.001116695
246.96399,0.001115449
248.21851,0.001114206
247.29735,0.001112966
249.03572,0.001111729
249.42145,0.001110494
249.23766,0.001109262
248.52812,0.001108033
247.76172,0.001106807
248.82614,0.001105583
248.15712,0.001104362
249.29951,0.001103144
250.07057,0.001101928
248.51622,0.001100716
248.01308,0.001099505
247.74014,0.001098298
248.5444,0.001097093
249.51871,0.00109589
250.42729,0.001094691
248.31061,0.001093494
247.5014,0.001092299
246.88892,0.001091108
245.83263,0.001089918
245.37228,0.001088732
245.19763,0.001087548
243.78955,0.001086366
244.20502,0.001085187
245.68123,0.001084011
247.24042,0.001082837
247.44124,0.001081666
249.19601,0.001080497
247.80354,0.001079331
247.77701,0.001078167
248.13762,0.001077006
249.04912,0.001075847
249.19084,0.001074691
248.63472,0.001073537
249.39362,0.001072386
249.03696,0.001071237
249.65535,0.001070091
250.21777,0.001068947
250.19604,0.001067806
249.48392,0.001066667
247.91545,0.00106553
249.00302,0.001064396
248.36946,0.001063264
249.53304,0.001062135
249.80124,0.001061008
248.46152,0.001059883
248.46216,0.001058761
247.42383,0.001057642
247.84351,0.001056524
249.34167,0.001055409
249.52246,0.001054296
251.27983,0.001053186
252.0139,0.001052078
252.46352,0.001050972
251.27634,0.001049869
251.98723,0.001048768
251.90866,0.001047669
251.94978,0.001046573
248.86032,0.001045478
247.58574,0.001044386
246.64806,0.001043297
248.74593,0.001042209
249.95183,0.001041125
250.26704,0.001040042
248.85629,0.001038961
247.68573,0.001037883
247.92769,0.001036807
247.47122,0.001035733
247.45854,0.001034661
245.88666,0.001033592
245.99068,0.001032525
246.83875,0.00103146
248.57764,0.001030397
246.2422,0.001029336
248.01929,0.001028278
249.92513,0.001027221
247.50896,0.001026167
248.17683,0.001025115
246.37209,0.001024066
246.01062,0.001023018
246.11624,0.001021972
245.54358,0.001020929
,0.001019888
246.92924,0.001018849
247.90791,0.001017812
249.49861,0.001016777
250.72278,0.001015744
250.73795,0.001014713
250.46695,0.001013685
249.48346,0.001012658
247.59172,0.001011634
249.21761,0.001010611
249.37816,0.001009591
248.85626,0.001008573
249.64575,0.001007557
248.43904,0.001006543
246.31952,0.001005531
246.24834,0.00100452
247.10977,0.001003512
246.77863,0.001002506
247.90411,0.001001502
248.90971,0.0010005
