Rxx(ohm),Inv_T(inv_K)
0.4487372,0.009852217
0.28094774,0.009756098
0.15640238,0.009661836
0.22415686,0.009569378
0.073752254,0.009478673
0.22322881,0.009389672
0.25863242,0.009302326
0.12281262,0.00921659
0.001763908,0.00913242
0.21319842,0.009049774
0.30000195,0.00896861
0.25236273,0.008888889
-0.048886437,0.008810572
0.14508249,0.008733625
-0.094387762,0.008658009
0.18062638,0.008583691
0.091973871,0.008510638
0.32104954,0.008438818
0.083977886,0.008368201
0.25008699,0.008298756
0.21625158,0.008230452
0.12110528,0.008163265
0.006354162,0.008097166
0.4104923,0.008032128
0.16209748,0.007968128
0.20643051,0.007905139
0.28342661,0.007843138
0.21823287,0.007782101
0.17861931,0.007722008
0.28840029,0.007662835
-0.006605807,0.007604563
-0.1754131,0.00754717
0.12296014,0.007490637
0.1175957,0.007434944
-0.16556998,0.007380074
0.16998523,0.007326007
0.1794876,0.007272727
0.10415598,0.007220217
0.41270503,0.007168459
0.2592636,0.007117438
0.042385601,0.007067138
0.25242126,0.007017544
0.15804988,0.006968641
0.20468949,0.006920415
-0.066710204,0.006872852
-0.000819234,0.006825938
0.15051138,0.006779661
-0.056792423,0.006734007
0.029119415,0.006688963
-0.28250918,0.006644518
0.27693853,0.00660066
0.10320529,0.006557377
0.26796061,0.006514658
0.25436014,0.006472492
0.061075494,0.006430868
0.33113655,0.006389776
0.12122496,0.006349206
-0.16022131,0.006309148
0.14603813,0.006269592
0.21867009,0.006230529
0.31907862,0.00619195
0.11350836,0.006153846
0.15295404,0.006116208
0.4958182,0.006079027
0.20673072,0.006042296
-0.14842428,0.006006006
0.25792304,0.005970149
0.31805182,0.005934718
0.00077547,0.005899705
0.19011092,0.005865103
0.076045454,0.005830904
0.10452232,0.005797102
0.069842003,0.005763689
0.005214172,0.005730659
0.14894828,0.005698006
0.13877735,0.005665722
0.082110658,0.005633803
0.27742723,0.005602241
0.37252566,0.005571031
0.10652465,0.005540166
0.12366889,0.005509642
-0.10397291,0.005479452
0.096834838,0.005449591
0.39662313,0.005420054
0.12298381,0.005390836
0.18061198,0.005361931
0.23857336,0.005333333
0.056053117,0.00530504
0.27710694,0.005277045
0.26377171,0.005249344
0.25822559,0.005221932
0.22766884,0.005194805
0.43844885,0.005167959
0.18733022,0.005141388
0.15624496,0.00511509
0.18930343,0.005089059
0.51447803,0.005063291
-0.075811811,0.005037783
0.10984645,0.005012531
0.22439326,0.004987531
0.000908075,0.004962779
-0.033362094,0.004938272
0.25994536,0.004914005
0.17305309,0.004889976
0.33448368,0.00486618
0.15505715,0.004842615
0.15130533,0.004819277
0.22003214,0.004796163
0.19032511,0.00477327
0.18467347,0.004750594
0.17199205,0.004728132
0.31024408,0.004705882
0.39948201,0.004683841
0.06463182,0.004662005
0.087135151,0.004640371
0.077304326,0.004618938
0.189575,0.004597701
0.11724164,0.004576659
0.34206888,0.004555809
0.040424127,0.004535148
0.32745349,0.004514673
0.4506048,0.004494382
0.18141504,0.004474273
0.037857402,0.004454343
0.021929136,0.00443459
0.3575778,0.004415011
0.46182179,0.004395605
0.1780186,0.004376368
0.35608298,0.004357298
0.16372761,0.004338395
0.254235,0.004319654
0.19565302,0.004301075
0.39368799,0.004282655
-0.001730898,0.004264392
0.31105664,0.004246285
-0.002478016,0.00422833
0.10722658,0.004210526
0.35092932,0.004192872
0.25271246,0.004175365
0.036158931,0.004158004
0.3620359,0.004140787
0.40195224,0.004123712
0.25545868,0.004106776
0.21899448,0.00408998
-0.021376938,0.00407332
0.27691332,0.004056795
0.30030093,0.004040404
0.18696083,0.004024145
0.17477129,0.004008016
0.38876104,0.003992016
0.30215269,0.003976143
0.20297074,0.003960396
0.3963553,0.003944773
0.21419455,0.003929273
0.1411446,0.003913894
0.27170619,0.003898636
0.3519913,0.003883495
0.077407442,0.003868472
0.56441796,0.003853565
0.45760411,0.003838772
0.18949457,0.003824092
0.36385983,0.003809524
0.011863726,0.003795066
0.020836821,0.003780718
0.075274907,0.003766478
0.46608347,0.003752345
0.40577286,0.003738318
0.5444321,0.003724395
0.51172853,0.003710575
0.32776895,0.003696858
0.00210302,0.003683241
0.44151205,0.003669725
0.42491198,0.003656307
0.21571846,0.003642987
0.2926904,0.003629764
0.30511111,0.003616637
0.47913405,0.003603604
0.002881782,0.003590664
0.38420254,0.003577818
0.34030086,0.003565062
0.21070604,0.003552398
0.37304181,0.003539823
-0.030096889,0.003527337
0.33276686,0.003514939
0.36750075,0.003502627
0.31825891,0.003490401
0.20641999,0.003478261
0.51504028,0.003466205
0.39800879,0.003454231
0.22079961,0.003442341
0.47372416,0.003430532
0.43146184,0.003418803
0.19830406,0.003407155
0.47305509,0.003395586
0.3376348,0.003384095
0.54988468,0.003372681
0.49325269,0.003361345
0.59672034,0.003350084
0.22021829,0.003338898
0.14547201,0.003327787
0.19206354,0.00331675
0.53431749,0.003305785
-0.12755306,0.003294893
0.39883393,0.003284072
-0.10909636,0.003273323
0.11184293,0.003262643
0.43749207,0.003252032
0.2859666,0.003241491
0.30749276,0.003231018
0.59831583,0.003220612
0.43072325,0.003210273
0.40013957,0.0032
0.49320236,0.003189793
0.10537844,0.00317965
0.43798923,0.003169572
0.18813989,0.003159558
0.52749157,0.003149606
-0.050923485,0.003139718
0.42146486,0.00312989
0.095968947,0.003120125
0.25328618,0.00311042
0.23867461,0.003100775
0.60712343,0.00309119
0.56979209,0.003081664
0.41325703,0.003072197
0.60959709,0.003062787
0.47409055,0.003053435
0.30105254,0.00304414
0.54026991,0.003034901
0.17154412,0.003025719
0.17197235,0.003016591
0.4448089,0.003007519
0.5464434,0.002998501
1.0152825,0.002989537
0.37220946,0.002980626
0.53971964,0.002971768
0.80775148,0.002962963
0.88797611,0.00295421
0.72248322,0.002945508
0.55427015,0.002936858
0.59284371,0.002928258
0.58486986,0.002919708
0.35317197,0.002911208
0.2729626,0.002902758
1.004755,0.002894356
0.30771282,0.002886003
0.73183,0.002877698
0.33679312,0.002869441
1.0762296,0.00286123
0.75466073,0.002853067
0.64582372,0.00284495
0.93091911,0.002836879
0.38272947,0.002828854
1.0144887,0.002820875
0.20638013,0.00281294
0.81478351,0.002805049
1.1231403,0.002797203
0.6622777,0.0027894
0.5117839,0.002781641
0.71494699,0.002773925
0.39352199,0.002766252
0.2738986,0.002758621
0.18728286,0.002751032
1.2190728,0.002743484
0.57735914,0.002735978
0.81873876,0.002728513
0.81912148,0.002721089
0.70445848,0.002713704
0.89844662,0.00270636
0.97579306,0.002699055
0.53182393,0.00269179
0.55852377,0.002684564
0.68856728,0.002677376
0.85800308,0.002670227
0.75441331,0.002663116
0.88586277,0.002656043
0.13544527,0.002649007
1.2358814,0.002642008
1.0201297,0.002635046
0.80203742,0.002628121
1.1208076,0.002621232
0.65369236,0.002614379
0.73458511,0.002607562
0.89146113,0.00260078
0.59047359,0.002594034
0.63217247,0.002587322
0.82126951,0.002580645
1.1058218,0.002574003
0.67612231,0.002567394
1.5801758,0.00256082
0.99765694,0.002554278
1.1620001,0.002547771
1.1705692,0.002541296
1.3030393,0.002534854
1.1219434,0.002528445
1.1287264,0.002522068
1.3174767,0.002515723
1.9352808,0.00250941
1.0159197,0.002503129
1.0114701,0.002496879
1.4148177,0.00249066
1.0635798,0.002484472
1.321205,0.002478315
1.6225411,0.002472188
2.5590084,0.002466091
1.4359827,0.002460025
1.6319425,0.002453988
1.6957898,0.002447981
1.3503844,0.002442003
1.9962873,0.002436054
1.59922,0.002430134
1.7760966,0.002424242
1.949674,0.00241838
1.6331838,0.002412545
2.0224092,0.002406739
1.6736469,0.00240096
1.5052984,0.00239521
1.6255099,0.002389486
2.366174,0.00238379
1.7440463,0.002378121
1.8286374,0.002372479
2.1049855,0.002366864
1.6772101,0.002361275
2.0719779,0.002355713
2.1643999,0.002350176
2.0919836,0.002344666
1.7836802,0.002339181
2.1919937,0.002333722
2.4922442,0.002328289
2.2019007,0.00232288
2.3821638,0.002317497
2.4803486,0.002312139
2.6266401,0.002306805
2.3330286,0.002301496
2.2528849,0.002296211
2.7541292,0.002290951
3.0223298,0.002285714
3.0037715,0.002280502
2.5640619,0.002275313
2.9276166,0.002270148
2.3660359,0.002265006
2.6468713,0.002259887
2.7241158,0.002254791
2.2475572,0.002249719
2.7695405,0.002244669
3.3111963,0.002239642
3.1832757,0.002234637
3.0970318,0.002229655
3.1926527,0.002224694
3.0887096,0.002219756
2.8807712,0.002214839
3.3781083,0.002209945
3.2286735,0.002205072
3.5219743,0.00220022
,0.00219539
3.7127609,0.002190581
3.4895437,0.002185792
3.8660359,0.002181025
3.7714424,0.002176279
3.9885583,0.002171553
4.4669528,0.002166847
3.7993376,0.002162162
3.9195201,0.002157497
4.0708947,0.002152853
4.1954565,0.002148228
4.2482567,0.002143623
4.0674477,0.002139038
4.057868,0.002134472
4.1148849,0.002129925
3.8531573,0.002125399
3.991097,0.002120891
4.2070289,0.002116402
4.0741987,0.002111933
4.7139516,0.002107482
4.4701929,0.002103049
4.4641275,0.002098636
4.9389176,0.002094241
4.9192076,0.002089864
4.4122076,0.002085506
4.7263618,0.002081166
5.0269585,0.002076843
4.9871426,0.002072539
5.3847647,0.002068252
5.0808167,0.002063984
5.5915852,0.002059732
5.1283526,0.002055499
5.6750445,0.002051282
5.2008138,0.002047083
5.4315596,0.002042901
5.8733959,0.002038736
5.9340501,0.002034588
5.9464235,0.002030457
6.3277178,0.002026343
6.6589017,0.002022245
6.3818421,0.002018163
6.6302776,0.002014099
7.0749979,0.00201005
7.3956895,0.002006018
7.8219976,0.002002002
7.4637713,0.001998002
7.7613983,0.001994018
7.5975261,0.00199005
7.8022418,0.001986097
7.9085159,0.001982161
8.6649208,0.001978239
8.8442907,0.001974334
9.0606136,0.001970443
9.560504,0.001966568
9.3207169,0.001962709
9.3777523,0.001958864
9.9207764,0.001955034
9.9232874,0.00195122
10.153866,0.00194742
10.316324,0.001943635
10.388839,0.001939864
10.776995,0.001936109
11.163232,0.001932367
11.117506,0.00192864
11.839151,0.001924928
11.873307,0.00192123
11.997706,0.001917546
12.129406,0.001913876
11.988766,0.00191022
11.953726,0.001906578
12.228909,0.00190295
12.710915,0.001899335
13.090879,0.001895735
13.590948,0.001892148
14.181018,0.001888574
14.031013,0.001885014
14.117693,0.001881468
14.055833,0.001877934
14.450253,0.001874414
14.982645,0.001870907
15.171957,0.001867414
15.377513,0.001863933
15.399199,0.001860465
15.501672,0.00185701
16.18128,0.001853568
16.628374,0.001850139
16.353128,0.001846722
16.760239,0.001843318
16.824364,0.001839926
17.340055,0.001836547
17.489962,0.001833181
17.429838,0.001829826
18.204966,0.001826484
18.397072,0.001823154
18.222698,0.001819836
18.431612,0.001816531
19.024061,0.001813237
18.855253,0.001809955
19.372383,0.001806685
19.814127,0.001803427
19.732944,0.00180018
19.676004,0.001796945
20.453056,0.001793722
20.590544,0.00179051
20.519571,0.00178731
20.152742,0.001784121
20.669418,0.001780944
21.352747,0.001777778
21.558353,0.001774623
21.620125,0.001771479
21.940615,0.001768347
21.832958,0.001765225
22.558306,0.001762115
22.579691,0.001759015
22.972185,0.001755926
23.183683,0.001752848
23.612431,0.001749781
23.521801,0.001746725
23.989996,0.001743679
24.401304,0.001740644
,0.00173762
24.080214,0.001734605
24.929302,0.001731602
24.652092,0.001728609
25.011391,0.001725626
25.502897,0.001722653
25.876263,0.001719691
25.676104,0.001716738
26.193132,0.001713796
26.072519,0.001710864
26.499094,0.001707942
26.666075,0.00170503
26.569956,0.001702128
26.770111,0.001699235
26.48612,0.001696353
27.158907,0.00169348
27.519062,0.001690617
27.598404,0.001687764
27.642254,0.00168492
28.276867,0.001682086
28.451416,0.001679261
29.260572,0.001676446
29.301117,0.00167364
29.886997,0.001670844
29.218958,0.001668057
29.663885,0.001665279
29.89789,0.00166251
29.731459,0.001659751
30.037649,0.001657001
30.147369,0.00165426
29.891479,0.001651528
30.003782,0.001648805
30.53945,0.001646091
31.159693,0.001643385
31.736712,0.001640689
31.630064,0.001638002
32.038204,0.001635323
32.487545,0.001632653
33.018608,0.001629992
32.601021,0.001627339
32.751282,0.001624695
32.282467,0.00162206
32.461662,0.001619433
32.950191,0.001616815
33.016247,0.001614205
33.117451,0.001611604
33.75671,0.001609011
33.88039,0.001606426
33.700653,0.001603849
34.953419,0.001601281
34.348988,0.001598721
34.819828,0.001596169
34.946812,0.001593626
35.846394,0.00159109
35.800255,0.001588562
36.137474,0.001586043
37.015572,0.001583531
37.047874,0.001581028
37.765362,0.001578532
37.31937,0.001576044
38.524998,0.001573564
38.8396,0.001571092
39.110092,0.001568627
40.266724,0.001566171
40.728386,0.001563722
40.761692,0.00156128
40.829948,0.001558846
41.546234,0.00155642
41.907478,0.001554002
42.795151,0.00155159
43.77169,0.001549187
43.014698,0.00154679
44.343632,0.001544402
44.624542,0.00154202
44.862804,0.001539646
46.646973,0.001537279
47.714409,0.001534919
47.537277,0.001532567
48.80434,0.001530222
49.273949,0.001527884
49.780796,0.001525553
51.490227,0.001523229
51.815819,0.001520913
52.508472,0.001518603
53.872746,0.0015163
53.613743,0.001514005
54.431995,0.001511716
55.716034,0.001509434
56.51897,0.001507159
58.248409,0.001504891
60.03368,0.00150263
60.237019,0.001500375
60.886936,0.001498127
62.402012,0.001495886
64.358162,0.001493652
65.425652,0.001491424
66.564156,0.001489203
69.265923,0.001486989
70.132057,0.001484781
70.677551,0.00148258
72.516998,0.001480385
73.417915,0.001478197
74.926193,0.001476015
76.363464,0.001473839
77.636688,0.00147167
77.823967,0.001469508
79.392754,0.001467352
80.838516,0.001465202
82.655396,0.001463058
84.616341,0.00146092
85.531029,0.001458789
86.5439,0.001456664
88.198341,0.001454545
89.403267,0.001452433
91.458298,0.001450326
92.195335,0.001448226
93.607849,0.001446132
95.264427,0.001444043
96.791946,0.001441961
97.975807,0.001439885
98.501472,0.001437815
99.790497,0.00143575
100.84772,0.001433692
102.17566,0.001431639
104.60124,0.001429593
105.09991,0.001427552
106.20627,0.001425517
106.91622,0.001423488
106.65521,0.001421464
107.31123,0.001419446
108.65208,0.001417434
109.57456,0.001415428
110.35582,0.001413428
110.80643,0.001411433
111.07538,0.001409443
113.59649,0.00140746
113.46927,0.001405481
115.96606,0.001403509
117.7211,0.001401542
119.49036,0.00139958
120.2623,0.001397624
120.23493,0.001395673
121.27036,0.001393728
,0.001391789
122.55079,0.001389854
123.83502,0.001387925
123.74055,0.001386001
125.68351,0.001384083
125.51787,0.00138217
127.05802,0.001380262
128.17119,0.00137836
130.04082,0.001376463
130.10713,0.00137457
129.01628,0.001372684
131.22079,0.001370802
132.48288,0.001368925
132.48129,0.001367054
134.62274,0.001365188
134.48605,0.001363327
133.5954,0.00136147
136.11124,0.001359619
135.81656,0.001357773
137.17258,0.001355932
138.03259,0.001354096
140.5649,0.001352265
141.44823,0.001350439
142.64645,0.001348618
143.88307,0.001346801
143.8898,0.00134499
144.38495,0.001343183
145.88173,0.001341382
147.38594,0.001339585
148.01111,0.001337793
148.78894,0.001336005
149.94145,0.001334223
149.76859,0.001332445
149.20071,0.001330672
150.40651,0.001328904
150.44563,0.00132714
151.12083,0.001325381
152.20029,0.001323627
152.88766,0.001321877
154.33188,0.001320132
153.08824,0.001318392
154.9771,0.001316656
156.38757,0.001314924
157.521,0.001313198
158.32915,0.001311475
158.09769,0.001309758
158.83151,0.001308044
160.20888,0.001306336
162.55905,0.001304632
163.35403,0.001302932
162.41612,0.001301236
163.88011,0.001299545
163.89687,0.001297859
164.39867,0.001296176
164.60011,0.001294498
166.87823,0.001292825
168.35405,0.001291156
169.14529,0.001289491
170.21075,0.00128783
170.50426,0.001286174
170.6842,0.001284522
171.38315,0.001282874
172.15994,0.00128123
172.60873,0.001279591
173.19208,0.001277955
174.17088,0.001276324
175.76285,0.001274697
175.37399,0.001273074
176.46895,0.001271456
176.84227,0.001269841
178.01578,0.001268231
178.7648,0.001266624
179.10136,0.001265022
180.37978,0.001263424
180.53287,0.00126183
182.20804,0.001260239
182.22755,0.001258653
181.5377,0.001257071
181.88008,0.001255493
182.8979,0.001253919
181.76175,0.001252348
182.92421,0.001250782
184.74399,0.001249219
185.31537,0.001247661
185.9321,0.001246106
185.36227,0.001244555
186.02769,0.001243008
186.71524,0.001241465
186.97989,0.001239926
188.63138,0.00123839
189.42662,0.001236858
188.63251,0.001235331
189.09431,0.001233806
188.63678,0.001232286
187.96645,0.001230769
189.22266,0.001229256
189.62485,0.001227747
190.67079,0.001226242
190.78929,0.00122474
192.0376,0.001223242
191.28766,0.001221747
192.26051,0.001220256
191.98059,0.001218769
191.79288,0.001217285
192.2155,0.001215805
193.10715,0.001214329
191.20114,0.001212856
191.51276,0.001211387
192.49168,0.001209921
192.57756,0.001208459
192.25668,0.001207001
193.32962,0.001205546
195.03906,0.001204094
194.12856,0.001202646
194.01309,0.001201201
193.06183,0.00119976
193.54492,0.001198322
194.19171,0.001196888
196.80797,0.001195457
196.96426,0.00119403
196.85779,0.001192606
196.21986,0.001191185
196.49049,0.001189768
196.80264,0.001188354
195.99382,0.001186944
196.7395,0.001185537
197.5594,0.001184133
197.50778,0.001182732
198.29962,0.001181335
198.6973,0.001179941
198.69315,0.00117855
197.15681,0.001177163
197.87332,0.001175779
199.25526,0.001174398
198.37126,0.001173021
198.23032,0.001171646
198.05157,0.001170275
198.46233,0.001168907
198.07471,0.001167542
199.18394,0.001166181
201.44553,0.001164822
200.76013,0.001163467
200.88655,0.001162115
200.61084,0.001160766
201.7433,0.00115942
200.63562,0.001158078
200.76242,0.001156738
199.96347,0.001155402
200.92244,0.001154068
201.66156,0.001152738
201.8844,0.001151411
202.33893,0.001150086
201.89783,0.001148765
202.93248,0.001147447
204.81573,0.001146132
204.44122,0.00114482
205.09254,0.001143511
205.03856,0.001142205
205.31281,0.001140901
,0.001139601
205.9738,0.001138304
206.14334,0.00113701
206.14279,0.001135718
205.99153,0.00113443
205.07405,0.001133145
206.12813,0.001131862
206.10526,0.001130582
206.76448,0.001129306
206.91791,0.001128032
208.13335,0.001126761
207.69487,0.001125492
208.41762,0.001124227
208.91504,0.001122965
208.67969,0.001121705
209.59961,0.001120448
209.28227,0.001119194
208.26837,0.001117943
209.22792,0.001116695
209.49951,0.001115449
209.29086,0.001114206
210.02551,0.001112966
210.72145,0.001111729
209.96559,0.001110494
209.77878,0.001109262
209.84561,0.001108033
209.72647,0.001106807
210.29071,0.001105583
208.99951,0.001104362
209.57204,0.001103144
211.22313,0.001101928
210.00191,0.001100716
210.56422,0.001099505
210.56073,0.001098298
210.57553,0.001097093
209.67876,0.00109589
209.74255,0.001094691
208.61752,0.001093494
207.76855,0.001092299
209.56781,0.001091108
210.46622,0.001089918
211.74399,0.001088732
212.63806,0.001087548
213.05891,0.001086366
213.38692,0.001085187
213.95113,0.001084011
215.42505,0.001082837
213.92294,0.001081666
214.50116,0.001080497
213.95558,0.001079331
213.01607,0.001078167
215.03677,0.001077006
214.80322,0.001075847
215.03329,0.001074691
214.78865,0.001073537
215.61067,0.001072386
218.3748,0.001071237
217.86278,0.001070091
216.36786,0.001068947
218.45633,0.001067806
220.83284,0.001066667
220.08658,0.00106553
219.88091,0.001064396
219.66017,0.001063264
220.21675,0.001062135
220.95045,0.001061008
220.13765,0.001059883
219.81467,0.001058761
219.82439,0.001057642
219.7652,0.001056524
220.60023,0.001055409
219.56949,0.001054296
220.69093,0.001053186
221.95331,0.001052078
222.38675,0.001050972
222.69569,0.001049869
223.44203,0.001048768
223.09306,0.001047669
221.90422,0.001046573
221.5899,0.001045478
221.43446,0.001044386
221.5264,0.001043297
221.02139,0.001042209
221.67499,0.001041125
221.78482,0.001040042
221.57617,0.001038961
218.74522,0.001037883
219.83383,0.001036807
219.54475,0.001035733
221.03072,0.001034661
222.56363,0.001033592
223.3223,0.001032525
223.31653,0.00103146
222.06133,0.001030397
223.44781,0.001029336
221.94994,0.001028278
222.91444,0.001027221
223.14513,0.001026167
223.40276,0.001025115
223.40106,0.001024066
221.54845,0.001023018
221.73682,0.001021972
223.49753,0.001020929
222.43141,0.001019888
223.22511,0.001018849
222.73647,0.001017812
223.53993,0.001016777
223.53542,0.001015744
223.31827,0.001014713
223.50734,0.001013685
224.99934,0.001012658
223.52451,0.001011634
223.61787,0.001010611
223.84904,0.001009591
225.35658,0.001008573
226.13454,0.001007557
225.02347,0.001006543
224.87018,0.001005531
225.64134,0.00100452
,0.001003512
226.60379,0.001002506
228.61108,0.001001502
230.82156,0.0010005
