Rxx(Ohm),Inv_T(inv_K)
49.551273,0.009302326
49.36137,0.00921659
51.148243,0.00913242
51.379665,0.009049774
50.367195,0.00896861
51.796024,0.008888889
51.14386,0.008810572
50.954742,0.008733625
51.298065,0.008658009
50.854961,0.008583691
51.478279,0.008510638
50.824589,0.008438818
51.015865,0.008368201
52.398815,0.008298756
51.862427,0.008230452
51.410782,0.008163265
52.67355,0.008097166
52.720955,0.008032128
53.170151,0.007968128
52.309052,0.007905139
53.018974,0.007843138
54.26395,0.007782101
55.010208,0.007722008
54.119606,0.007662835
54.434841,0.007604563
56.817043,0.00754717
56.923161,0.007490637
59.442986,0.007434944
58.786751,0.007380074
59.162506,0.007326007
59.165264,0.007272727
59.583073,0.007220217
59.472946,0.007168459
60.182766,0.007117438
60.202427,0.007067138
61.04454,0.007017544
60.698566,0.006968641
60.309704,0.006920415
60.263409,0.006872852
60.432087,0.006825938
61.15144,0.006779661
61.265423,0.006734007
61.692139,0.006688963
61.290771,0.006644518
62.357414,0.00660066
62.146996,0.006557377
62.605206,0.006514658
62.761887,0.006472492
63.189587,0.006430868
62.987686,0.006389776
62.714348,0.006349206
62.713062,0.006309148
63.045261,0.006269592
63.900185,0.006230529
64.549377,0.00619195
64.846001,0.006153846
64.302803,0.006116208
64.82338,0.006079027
64.605087,0.006042296
65.352058,0.006006006
65.980721,0.005970149
65.314026,0.005934718
65.348457,0.005899705
66.818939,0.005865103
66.168823,0.005830904
66.051392,0.005797102
65.751419,0.005763689
67.483627,0.005730659
68.343964,0.005698006
67.54644,0.005665722
67.868172,0.005633803
69.036568,0.005602241
69.23896,0.005571031
70.271095,0.005540166
69.77845,0.005509642
70.277344,0.005479452
70.359192,0.005449591
70.323822,0.005420054
69.572273,0.005390836
69.945381,0.005361931
70.266571,0.005333333
70.967537,0.00530504
71.343712,0.005277045
70.301842,0.005249344
71.657921,0.005221932
72.238518,0.005194805
72.452354,0.005167959
73.048859,0.005141388
73.427109,0.00511509
72.895622,0.005089059
73.788902,0.005063291
74.943222,0.005037783
74.905869,0.005012531
74.438133,0.004987531
74.924362,0.004962779
74.104584,0.004938272
74.529739,0.004914005
74.846718,0.004889976
74.473114,0.00486618
74.569389,0.004842615
75.799492,0.004819277
75.245773,0.004796163
76.549156,0.00477327
76.173004,0.004750594
76.695908,0.004728132
77.011253,0.004705882
76.511719,0.004683841
77.24099,0.004662005
77.320999,0.004640371
78.256058,0.004618938
78.211029,0.004597701
77.749992,0.004576659
78.160896,0.004555809
78.28125,0.004535148
77.412201,0.004514673
78.064674,0.004494382
78.87455,0.004474273
78.596092,0.004454343
77.820801,0.00443459
79.097557,0.004415011
79.52211,0.004395605
80.788353,0.004376368
80.528961,0.004357298
80.328941,0.004338395
80.011108,0.004319654
81.01976,0.004301075
82.22216,0.004282655
82.852936,0.004264392
83.098267,0.004246285
82.012344,0.00422833
81.793159,0.004210526
82.511253,0.004192872
83.196831,0.004175365
83.746384,0.004158004
83.268661,0.004140787
83.885902,0.004123712
85.088318,0.004106776
84.689423,0.00408998
84.456924,0.00407332
84.920013,0.004056795
85.315765,0.004040404
85.672836,0.004024145
86.415321,0.004008016
87.03508,0.003992016
87.605537,0.003976143
88.991508,0.003960396
88.938347,0.003944773
89.548058,0.003929273
89.019051,0.003913894
88.669731,0.003898636
88.461639,0.003883495
89.059135,0.003868472
89.937096,0.003853565
90.165024,0.003838772
90.558952,0.003824092
91.231445,0.003809524
91.852005,0.003795066
91.722725,0.003780718
91.677094,0.003766478
92.465775,0.003752345
94.120316,0.003738318
94.309647,0.003724395
94.719574,0.003710575
95.478928,0.003696858
93.941208,0.003683241
94.754555,0.003669725
95.272163,0.003656307
95.764084,0.003642987
95.961525,0.003629764
96.290573,0.003616637
96.182472,0.003603604
96.365234,0.003590664
96.9813,0.003577818
96.767113,0.003565062
96.928604,0.003552398
96.759758,0.003539823
97.758911,0.003527337
98.26683,0.003514939
97.221413,0.003502627
98.994751,0.003490401
99.093765,0.003478261
100.22682,0.003466205
101.69924,0.003454231
101.0926,0.003442341
102.05023,0.003430532
101.6697,0.003418803
102.08474,0.003407155
102.67747,0.003395586
102.89555,0.003384095
103.41359,0.003372681
103.26721,0.003361345
104.82054,0.003350084
104.20135,0.003338898
103.82879,0.003327787
104.45116,0.00331675
104.65723,0.003305785
104.7263,0.003294893
105.80167,0.003284072
105.92147,0.003273323
106.97236,0.003262643
106.3877,0.003252032
105.76218,0.003241491
105.80102,0.003231018
107.23708,0.003220612
107.6777,0.003210273
107.78763,0.0032
107.46229,0.003189793
107.34502,0.00317965
108.0966,0.003169572
109.24364,0.003159558
109.73833,0.003149606
109.51373,0.003139718
109.27297,0.00312989
110.51008,0.003120125
110.20544,0.00311042
111.71567,0.003100775
110.91231,0.00309119
112.72353,0.003081664
112.54611,0.003072197
112.64865,0.003062787
112.84251,0.003053435
113.4312,0.00304414
113.89822,0.003034901
114.79465,0.003025719
114.44396,0.003016591
114.64617,0.003007519
114.61454,0.002998501
114.65836,0.002989537
116.73675,0.002980626
116.22997,0.002971768
115.28342,0.002962963
116.12498,0.00295421
117.3437,0.002945508
118.28449,0.002936858
118.44454,0.002928258
118.11613,0.002919708
118.49193,0.002911208
120.17058,0.002902758
119.45646,0.002894356
119.5715,0.002886003
120.59724,0.002877698
121.15726,0.002869441
121.54117,0.00286123
121.69643,0.002853067
123.53418,0.00284495
124.8765,0.002836879
124.34912,0.002828854
125.22974,0.002820875
124.89468,0.00281294
126.00644,0.002805049
125.92143,0.002797203
126.84926,0.0027894
126.07983,0.002781641
126.68977,0.002773925
127.37969,0.002766252
128.84378,0.002758621
128.06963,0.002751032
129.38643,0.002743484
128.87621,0.002735978
129.28835,0.002728513
129.00865,0.002721089
130.62366,0.002713704
130.85704,0.00270636
130.18396,0.002699055
132.08984,0.00269179
132.5873,0.002684564
134.02385,0.002677376
133.37628,0.002670227
133.69145,0.002663116
135.06879,0.002656043
134.33661,0.002649007
135.28101,0.002642008
135.18153,0.002635046
135.88713,0.002628121
137.08453,0.002621232
136.3308,0.002614379
136.74232,0.002607562
136.06747,0.00260078
136.67015,0.002594034
137.8774,0.002587322
138.23399,0.002580645
139.41,0.002574003
139.28053,0.002567394
140.68925,0.00256082
140.37018,0.002554278
140.22298,0.002547771
141.34442,0.002541296
141.63541,0.002534854
141.93405,0.002528445
141.26482,0.002522068
141.62408,0.002515723
141.29761,0.00250941
141.76334,0.002503129
141.12602,0.002496879
141.12892,0.00249066
141.20018,0.002484472
142.33327,0.002478315
143.46671,0.002472188
143.42654,0.002466091
143.69485,0.002460025
142.68799,0.002453988
143.77806,0.002447981
143.00861,0.002442003
144.77766,0.002436054
144.55536,0.002430134
143.29863,0.002424242
144.76244,0.00241838
146.12865,0.002412545
146.93788,0.002406739
146.73764,0.00240096
147.72145,0.00239521
146.99667,0.002389486
148.59601,0.00238379
149.27428,0.002378121
150.08545,0.002372479
151.24986,0.002366864
151.8779,0.002361275
152.95709,0.002355713
154.08269,0.002350176
154.0726,0.002344666
154.51993,0.002339181
154.05484,0.002333722
155.08557,0.002328289
155.98782,0.00232288
156.34865,0.002317497
155.42549,0.002312139
156.57013,0.002306805
155.91696,0.002301496
155.00792,0.002296211
155.42313,0.002290951
157.52496,0.002285714
158.10094,0.002280502
158.05779,0.002275313
157.67096,0.002270148
157.26445,0.002265006
158.3103,0.002259887
157.11337,0.002254791
158.84645,0.002249719
160.15511,0.002244669
160.26788,0.002239642
160.26938,0.002234637
161.9929,0.002229655
163.6528,0.002224694
164.37634,0.002219756
165.09492,0.002214839
165.25446,0.002209945
163.75533,0.002205072
162.96733,0.00220022
162.41805,0.00219539
164.08641,0.002190581
165.25163,0.002185792
166.64175,0.002181025
166.10757,0.002176279
166.0979,0.002171553
166.01138,0.002166847
166.05525,0.002162162
164.63757,0.002157497
165.24597,0.002152853
164.22131,0.002148228
163.97279,0.002143623
164.12883,0.002139038
162.79649,0.002134472
164.11609,0.002129925
165.86932,0.002125399
167.53825,0.002120891
165.759,0.002116402
165.43137,0.002111933
164.92444,0.002107482
165.51143,0.002103049
165.72565,0.002098636
168.35789,0.002094241
170.4334,0.002089864
170.3448,0.002085506
170.80534,0.002081166
169.88501,0.002076843
170.96788,0.002072539
171.65674,0.002068252
171.07031,0.002063984
172.92403,0.002059732
171.83759,0.002055499
173.54825,0.002051282
174.47226,0.002047083
174.08565,0.002042901
174.45454,0.002038736
175.23555,0.002034588
176.80066,0.002030457
175.74593,0.002026343
177.21866,0.002022245
178.05911,0.002018163
177.32129,0.002014099
179.08479,0.00201005
179.21069,0.002006018
179.77583,0.002002002
179.21078,0.001998002
178.9519,0.001994018
178.7262,0.00199005
178.07397,0.001986097
179.26643,0.001982161
180.88402,0.001978239
180.4044,0.001974334
180.63184,0.001970443
182.1505,0.001966568
181.19019,0.001962709
183.01889,0.001958864
182.93054,0.001955034
182.71307,0.00195122
183.02872,0.00194742
183.08763,0.001943635
181.6606,0.001939864
182.4427,0.001936109
182.89796,0.001932367
185.98393,0.00192864
184.91101,0.001924928
185.06914,0.00192123
184.77069,0.001917546
186.64624,0.001913876
187.98691,0.00191022
188.37071,0.001906578
188.72691,0.00190295
190.01273,0.001899335
187.65741,0.001895735
188.76434,0.001892148
188.36795,0.001888574
187.69722,0.001885014
189.15999,0.001881468
188.75398,0.001877934
188.52831,0.001874414
187.75693,0.001870907
188.2726,0.001867414
189.31741,0.001863933
189.88068,0.001860465
190.01947,0.00185701
190.79132,0.001853568
190.63579,0.001850139
191.51265,0.001846722
193.64122,0.001843318
193.02434,0.001839926
192.60889,0.001836547
193.16077,0.001833181
194.24605,0.001829826
194.60402,0.001826484
193.24951,0.001823154
194.49593,0.001819836
194.63402,0.001816531
194.63626,0.001813237
194.04466,0.001809955
193.93564,0.001806685
195.1376,0.001803427
196.09125,0.00180018
195.93407,0.001796945
197.01152,0.001793722
197.38091,0.00179051
197.36597,0.00178731
196.47176,0.001784121
198.17641,0.001780944
198.45035,0.001777778
198.3483,0.001774623
197.45457,0.001771479
197.23634,0.001768347
198.73981,0.001765225
196.42484,0.001762115
197.3385,0.001759015
198.2691,0.001755926
198.43881,0.001752848
198.36255,0.001749781
197.76009,0.001746725
198.85931,0.001743679
199.03549,0.001740644
199.98729,0.00173762
201.65532,0.001734605
200.99086,0.001731602
202.2113,0.001728609
202.5898,0.001725626
202.04082,0.001722653
202.29007,0.001719691
200.99112,0.001716738
202.40025,0.001713796
202.70753,0.001710864
202.42133,0.001707942
199.97128,0.00170503
199.90073,0.001702128
200.00444,0.001699235
200.51793,0.001696353
201.44287,0.00169348
201.15012,0.001690617
202.80116,0.001687764
203.23694,0.00168492
202.89497,0.001682086
204.92801,0.001679261
204.25931,0.001676446
205.42163,0.00167364
204.67195,0.001670844
202.95578,0.001668057
203.03038,0.001665279
204.81252,0.00166251
206.06378,0.001659751
207.5201,0.001657001
208.64101,0.00165426
207.82108,0.001651528
206.99658,0.001648805
207.06688,0.001646091
207.1479,0.001643385
208.39888,0.001640689
210.44525,0.001638002
209.10075,0.001635323
207.2238,0.001632653
207.46117,0.001629992
208.41417,0.001627339
207.92737,0.001624695
209.15105,0.00162206
209.02107,0.001619433
210.01273,0.001616815
209.05006,0.001614205
210.11354,0.001611604
209.90797,0.001609011
209.22121,0.001606426
210.19762,0.001603849
209.73492,0.001601281
212.88698,0.001598721
212.73615,0.001596169
213.5242,0.001593626
215.83165,0.00159109
213.71106,0.001588562
212.05682,0.001586043
213.19704,0.001583531
213.90208,0.001581028
214.05797,0.001578532
213.91989,0.001576044
,0.001573564
213.15082,0.001571092
212.52705,0.001568627
213.08366,0.001566171
215.01189,0.001563722
213.81561,0.00156128
215.6898,0.001558846
217.17656,0.00155642
220.80962,0.001554002
220.27373,0.00155159
217.17348,0.001549187
217.26891,0.00154679
218.46332,0.001544402
219.24728,0.00154202
217.44073,0.001539646
216.86305,0.001537279
218.1938,0.001534919
217.11855,0.001532567
216.41016,0.001530222
216.51521,0.001527884
217.99855,0.001525553
219.54597,0.001523229
219.7646,0.001520913
,0.001518603
218.36896,0.0015163
218.14726,0.001514005
219.02141,0.001511716
217.79364,0.001509434
216.72429,0.001507159
216.30196,0.001504891
217.49432,0.00150263
216.89407,0.001500375
216.93436,0.001498127
218.20084,0.001495886
217.25404,0.001493652
216.83524,0.001491424
217.78613,0.001489203
218.06876,0.001486989
217.85139,0.001484781
216.18217,0.00148258
216.927,0.001480385
218.08492,0.001478197
218.01379,0.001476015
217.97437,0.001473839
218.67001,0.00147167
218.84338,0.001469508
219.33638,0.001467352
220.33728,0.001465202
220.2467,0.001463058
218.87779,0.00146092
219.98975,0.001458789
220.25952,0.001456664
217.58044,0.001454545
217.79904,0.001452433
219.61475,0.001450326
,0.001448226
219.32523,0.001446132
220.32224,0.001444043
219.82722,0.001441961
221.95299,0.001439885
221.23169,0.001437815
221.78436,0.00143575
221.21266,0.001433692
,0.001431639
223.11258,0.001429593
221.18539,0.001427552
220.28497,0.001425517
222.54364,0.001423488
223.26552,0.001421464
222.45564,0.001419446
224.20068,0.001417434
225.40427,0.001415428
224.57616,0.001413428
226.20116,0.001411433
226.17915,0.001409443
226.61111,0.00140746
227.00879,0.001405481
228.47426,0.001403509
229.35892,0.001401542
226.42427,0.00139958
226.72278,0.001397624
228.06978,0.001395673
230.34459,0.001393728
228.10132,0.001391789
228.71367,0.001389854
227.60072,0.001387925
228.09245,0.001386001
229.45685,0.001384083
228.32718,0.00138217
228.40524,0.001380262
228.18584,0.00137836
228.7364,0.001376463
229.50122,0.00137457
230.47806,0.001372684
230.52234,0.001370802
229.72527,0.001368925
230.0542,0.001367054
229.4117,0.001365188
,0.001363327
229.35712,0.00136147
229.02905,0.001359619
230.86507,0.001357773
232.04228,0.001355932
232.01274,0.001354096
232.52023,0.001352265
234.09358,0.001350439
234.06703,0.001348618
234.67023,0.001346801
233.21623,0.00134499
232.93567,0.001343183
232.47885,0.001341382
234.72858,0.001339585
232.76743,0.001337793
232.42101,0.001336005
231.42833,0.001334223
230.06407,0.001332445
229.53496,0.001330672
229.25996,0.001328904
229.00307,0.00132714
225.4989,0.001325381
,0.001323627
228.3956,0.001321877
228.53882,0.001320132
227.60793,0.001318392
,0.001316656
227.68288,0.001314924
227.81531,0.001313198
226.85083,0.001311475
229.08899,0.001309758
230.12437,0.001308044
231.22174,0.001306336
,0.001304632
,0.001302932
228.05804,0.001301236
228.05505,0.001299545
228.13757,0.001297859
228.65665,0.001296176
228.51715,0.001294498
227.19939,0.001292825
227.70824,0.001291156
229.26743,0.001289491
230.51021,0.00128783
230.02859,0.001286174
230.24881,0.001284522
229.15588,0.001282874
227.60217,0.00128123
,0.001279591
227.50786,0.001277955
228.06734,0.001276324
229.89301,0.001274697
229.58359,0.001273074
228.97394,0.001271456
230.85486,0.001269841
231.0369,0.001268231
231.63036,0.001266624
232.10527,0.001265022
232.85051,0.001263424
231.17023,0.00126183
231.48671,0.001260239
229.56096,0.001258653
230.32495,0.001257071
230.61438,0.001255493
230.15976,0.001253919
230.20924,0.001252348
231.9503,0.001250782
232.72249,0.001249219
231.35938,0.001247661
232.41873,0.001246106
,0.001244555
,0.001243008
,0.001241465
232.96124,0.001239926
234.14871,0.00123839
,0.001236858
233.5135,0.001235331
232.56261,0.001233806
234.65979,0.001232286
233.9164,0.001230769
235.11363,0.001229256
232.67358,0.001227747
234.16548,0.001226242
234.73907,0.00122474
231.80234,0.001223242
232.2822,0.001221747
232.08778,0.001220256
231.9399,0.001218769
,0.001217285
,0.001215805
233.32379,0.001214329
234.06749,0.001212856
233.84621,0.001211387
233.50517,0.001209921
235.28386,0.001208459
236.09029,0.001207001
236.33122,0.001205546
,0.001204094
234.04271,0.001202646
233.78732,0.001201201
234.04007,0.00119976
234.86601,0.001198322
234.5434,0.001196888
235.29611,0.001195457
234.94977,0.00119403
235.63875,0.001192606
235.96709,0.001191185
234.73686,0.001189768
234.87305,0.001188354
235.30391,0.001186944
236.16724,0.001185537
235.39014,0.001184133
234.55855,0.001182732
235.13899,0.001181335
237.22563,0.001179941
238.27563,0.00117855
237.50706,0.001177163
238.15521,0.001175779
238.61377,0.001174398
236.16107,0.001173021
238.27562,0.001171646
238.02898,0.001170275
239.36009,0.001168907
237.79576,0.001167542
239.59607,0.001166181
239.24484,0.001164822
238.53249,0.001163467
238.6805,0.001162115
238.19328,0.001160766
234.12027,0.00115942
236.08577,0.001158078
236.38254,0.001156738
236.63582,0.001155402
236.19878,0.001154068
235.05237,0.001152738
235.15942,0.001151411
235.50299,0.001150086
,0.001148765
234.52649,0.001147447
233.2733,0.001146132
233.48021,0.00114482
234.22568,0.001143511
233.32645,0.001142205
233.29671,0.001140901
233.03842,0.001139601
233.11096,0.001138304
232.72711,0.00113701
232.6011,0.001135718
233.24924,0.00113443
232.22087,0.001133145
232.04895,0.001131862
231.52654,0.001130582
230.11058,0.001129306
230.85994,0.001128032
232.44804,0.001126761
233.97437,0.001125492
233.61656,0.001124227
232.45064,0.001122965
235.23389,0.001121705
234.11691,0.001120448
233.34897,0.001119194
233.71387,0.001117943
235.74062,0.001116695
235.04961,0.001115449
234.67715,0.001114206
234.41383,0.001112966
234.96826,0.001111729
234.25429,0.001110494
233.60301,0.001109262
234.92236,0.001108033
235.51852,0.001106807
235.18906,0.001105583
235.66025,0.001104362
236.3933,0.001103144
237.4015,0.001101928
237.19698,0.001100716
236.15074,0.001099505
236.86507,0.001098298
237.89943,0.001097093
235.76006,0.00109589
235.04594,0.001094691
235.76239,0.001093494
235.8243,0.001092299
236.21445,0.001091108
236.85219,0.001089918
237.20641,0.001088732
237.57324,0.001087548
236.12201,0.001086366
237.14702,0.001085187
237.50684,0.001084011
237.48392,0.001082837
238.48355,0.001081666
236.78276,0.001080497
235.2478,0.001079331
,0.001078167
236.34779,0.001077006
235.82121,0.001075847
236.3324,0.001074691
236.75555,0.001073537
237.52046,0.001072386
237.25357,0.001071237
237.11411,0.001070091
238.32933,0.001068947
237.40198,0.001067806
238.15518,0.001066667
236.55847,0.00106553
236.8309,0.001064396
241.32909,0.001063264
237.64264,0.001062135
237.47665,0.001061008
240.18507,0.001059883
236.93488,0.001058761
236.2119,0.001057642
236.57393,0.001056524
237.02396,0.001055409
237.01169,0.001054296
236.33122,0.001053186
236.74973,0.001052078
239.02824,0.001050972
237.88185,0.001049869
236.55725,0.001048768
237.20572,0.001047669
236.54549,0.001046573
237.03885,0.001045478
236.18181,0.001044386
236.34338,0.001043297
,0.001042209
235.80135,0.001041125
235.71301,0.001040042
234.6062,0.001038961
236.63548,0.001037883
237.22173,0.001036807
235.73102,0.001035733
237.74738,0.001034661
237.88533,0.001033592
237.53658,0.001032525
236.00246,0.00103146
237.16905,0.001030397
238.12402,0.001029336
237.72163,0.001028278
237.97801,0.001027221
237.20164,0.001026167
,0.001025115
238.26566,0.001024066
238.99693,0.001023018
239.6451,0.001021972
238.62117,0.001020929
238.01959,0.001019888
239.72986,0.001018849
238.10886,0.001017812
236.84338,0.001016777
236.84589,0.001015744
236.52309,0.001014713
236.31631,0.001013685
238.07837,0.001012658
237.31796,0.001011634
,0.001010611
236.70464,0.001009591
237.60283,0.001008573
236.485,0.001007557
237.62756,0.001006543
238.02991,0.001005531
236.62875,0.00100452
235.93977,0.001003512
236.42456,0.001002506
237.53586,0.001001502
238.78564,0.0010005
